x"0000", x"0064", x"00C9", x"012D", x"0192", x"01F6", x"025B", x"02BF"
x"D59F", x"D540", x"D4E2", x"D483", x"D425", x"D3C6", x"D368", x"D30A"
x"D540", x"D4E2", x"D483", x"D425", x"D3C6", x"D368", x"D30A", x"D2AC"
x"D4E2", x"D483", x"D425", x"D3C6", x"D368", x"D30A", x"D2AC", x"D24E"
x"D483", x"D425", x"D3C6", x"D368", x"D30A", x"D2AC", x"D24E", x"D1F0"
x"D425", x"D3C6", x"D368", x"D30A", x"D2AC", x"D24E", x"D1F0", x"D192"
x"D3C6", x"D368", x"D30A", x"D2AC", x"D24E", x"D1F0", x"D192", x"D134"
x"D368", x"D30A", x"D2AC", x"D24E", x"D1F0", x"D192", x"D134", x"D0D7"
x"D30A", x"D2AC", x"D24E", x"D1F0", x"D192", x"D134", x"D0D7", x"D07A"
x"D2AC", x"D24E", x"D1F0", x"D192", x"D134", x"D0D7", x"D07A", x"D01C"
x"D24E", x"D1F0", x"D192", x"D134", x"D0D7", x"D07A", x"D01C", x"CFBF"
x"D1F0", x"D192", x"D134", x"D0D7", x"D07A", x"D01C", x"CFBF", x"CF62"
x"D192", x"D134", x"D0D7", x"D07A", x"D01C", x"CFBF", x"CF62", x"CF05"
x"D134", x"D0D7", x"D07A", x"D01C", x"CFBF", x"CF62", x"CF05", x"CEA8"
x"D0D7", x"D07A", x"D01C", x"CFBF", x"CF62", x"CF05", x"CEA8", x"CE4C"
x"D07A", x"D01C", x"CFBF", x"CF62", x"CF05", x"CEA8", x"CE4C", x"CDEF"
x"D01C", x"CFBF", x"CF62", x"CF05", x"CEA8", x"CE4C", x"CDEF", x"CD93"
x"CFBF", x"CF62", x"CF05", x"CEA8", x"CE4C", x"CDEF", x"CD93", x"CD36"
x"CF62", x"CF05", x"CEA8", x"CE4C", x"CDEF", x"CD93", x"CD36", x"CCDA"
x"CF05", x"CEA8", x"CE4C", x"CDEF", x"CD93", x"CD36", x"CCDA", x"CC7E"
x"CEA8", x"CE4C", x"CDEF", x"CD93", x"CD36", x"CCDA", x"CC7E", x"CC22"
x"CE4C", x"CDEF", x"CD93", x"CD36", x"CCDA", x"CC7E", x"CC22", x"CBC6"
x"CDEF", x"CD93", x"CD36", x"CCDA", x"CC7E", x"CC22", x"CBC6", x"CB6A"
x"CD93", x"CD36", x"CCDA", x"CC7E", x"CC22", x"CBC6", x"CB6A", x"CB0F"
x"CD36", x"CCDA", x"CC7E", x"CC22", x"CBC6", x"CB6A", x"CB0F", x"CAB3"
x"CCDA", x"CC7E", x"CC22", x"CBC6", x"CB6A", x"CB0F", x"CAB3", x"CA58"
x"CC7E", x"CC22", x"CBC6", x"CB6A", x"CB0F", x"CAB3", x"CA58", x"C9FD"
x"CC22", x"CBC6", x"CB6A", x"CB0F", x"CAB3", x"CA58", x"C9FD", x"C9A2"
x"CBC6", x"CB6A", x"CB0F", x"CAB3", x"CA58", x"C9FD", x"C9A2", x"C947"
x"CB6A", x"CB0F", x"CAB3", x"CA58", x"C9FD", x"C9A2", x"C947", x"C8EC"
x"CB0F", x"CAB3", x"CA58", x"C9FD", x"C9A2", x"C947", x"C8EC", x"C891"
x"CAB3", x"CA58", x"C9FD", x"C9A2", x"C947", x"C8EC", x"C891", x"C837"
x"CA58", x"C9FD", x"C9A2", x"C947", x"C8EC", x"C891", x"C837", x"C7DC"
x"C9FD", x"C9A2", x"C947", x"C8EC", x"C891", x"C837", x"C7DC", x"C782"
x"C9A2", x"C947", x"C8EC", x"C891", x"C837", x"C7DC", x"C782", x"C728"
x"C947", x"C8EC", x"C891", x"C837", x"C7DC", x"C782", x"C728", x"C6CE"
x"C8EC", x"C891", x"C837", x"C7DC", x"C782", x"C728", x"C6CE", x"C674"
x"C891", x"C837", x"C7DC", x"C782", x"C728", x"C6CE", x"C674", x"C61A"
x"C837", x"C7DC", x"C782", x"C728", x"C6CE", x"C674", x"C61A", x"C5C1"
x"C7DC", x"C782", x"C728", x"C6CE", x"C674", x"C61A", x"C5C1", x"C567"
x"C782", x"C728", x"C6CE", x"C674", x"C61A", x"C5C1", x"C567", x"C50E"
x"C728", x"C6CE", x"C674", x"C61A", x"C5C1", x"C567", x"C50E", x"C4B5"
x"C6CE", x"C674", x"C61A", x"C5C1", x"C567", x"C50E", x"C4B5", x"C45C"
x"C674", x"C61A", x"C5C1", x"C567", x"C50E", x"C4B5", x"C45C", x"C403"
x"C61A", x"C5C1", x"C567", x"C50E", x"C4B5", x"C45C", x"C403", x"C3AA"
x"C5C1", x"C567", x"C50E", x"C4B5", x"C45C", x"C403", x"C3AA", x"C352"
x"C567", x"C50E", x"C4B5", x"C45C", x"C403", x"C3AA", x"C352", x"C2F9"
x"C50E", x"C4B5", x"C45C", x"C403", x"C3AA", x"C352", x"C2F9", x"C2A1"
x"C4B5", x"C45C", x"C403", x"C3AA", x"C352", x"C2F9", x"C2A1", x"C249"
x"C45C", x"C403", x"C3AA", x"C352", x"C2F9", x"C2A1", x"C249", x"C1F1"
x"C403", x"C3AA", x"C352", x"C2F9", x"C2A1", x"C249", x"C1F1", x"C199"
x"C3AA", x"C352", x"C2F9", x"C2A1", x"C249", x"C1F1", x"C199", x"C141"
x"C352", x"C2F9", x"C2A1", x"C249", x"C1F1", x"C199", x"C141", x"C0EA"
x"C2F9", x"C2A1", x"C249", x"C1F1", x"C199", x"C141", x"C0EA", x"C092"
x"C2A1", x"C249", x"C1F1", x"C199", x"C141", x"C0EA", x"C092", x"C03B"
x"C249", x"C1F1", x"C199", x"C141", x"C0EA", x"C092", x"C03B", x"BFE4"
x"C1F1", x"C199", x"C141", x"C0EA", x"C092", x"C03B", x"BFE4", x"BF8D"
x"C199", x"C141", x"C0EA", x"C092", x"C03B", x"BFE4", x"BF8D", x"BF36"
x"C141", x"C0EA", x"C092", x"C03B", x"BFE4", x"BF8D", x"BF36", x"BEE0"
x"C0EA", x"C092", x"C03B", x"BFE4", x"BF8D", x"BF36", x"BEE0", x"BE89"
x"C092", x"C03B", x"BFE4", x"BF8D", x"BF36", x"BEE0", x"BE89", x"BE33"
x"C03B", x"BFE4", x"BF8D", x"BF36", x"BEE0", x"BE89", x"BE33", x"BDDD"
x"BFE4", x"BF8D", x"BF36", x"BEE0", x"BE89", x"BE33", x"BDDD", x"BD87"
x"BF8D", x"BF36", x"BEE0", x"BE89", x"BE33", x"BDDD", x"BD87", x"BD31"
x"BF36", x"BEE0", x"BE89", x"BE33", x"BDDD", x"BD87", x"BD31", x"BCDB"
x"BEE0", x"BE89", x"BE33", x"BDDD", x"BD87", x"BD31", x"BCDB", x"BC86"
x"BE89", x"BE33", x"BDDD", x"BD87", x"BD31", x"BCDB", x"BC86", x"BC30"
x"BE33", x"BDDD", x"BD87", x"BD31", x"BCDB", x"BC86", x"BC30", x"BBDB"
x"BDDD", x"BD87", x"BD31", x"BCDB", x"BC86", x"BC30", x"BBDB", x"BB86"
x"BD87", x"BD31", x"BCDB", x"BC86", x"BC30", x"BBDB", x"BB86", x"BB31"
x"BD31", x"BCDB", x"BC86", x"BC30", x"BBDB", x"BB86", x"BB31", x"BADD"
x"BCDB", x"BC86", x"BC30", x"BBDB", x"BB86", x"BB31", x"BADD", x"BA88"
x"BC86", x"BC30", x"BBDB", x"BB86", x"BB31", x"BADD", x"BA88", x"BA34"
x"BC30", x"BBDB", x"BB86", x"BB31", x"BADD", x"BA88", x"BA34", x"B9E0"
x"BBDB", x"BB86", x"BB31", x"BADD", x"BA88", x"BA34", x"B9E0", x"B98C"
x"BB86", x"BB31", x"BADD", x"BA88", x"BA34", x"B9E0", x"B98C", x"B938"
x"BB31", x"BADD", x"BA88", x"BA34", x"B9E0", x"B98C", x"B938", x"B8E4"
x"BADD", x"BA88", x"BA34", x"B9E0", x"B98C", x"B938", x"B8E4", x"B891"
x"BA88", x"BA34", x"B9E0", x"B98C", x"B938", x"B8E4", x"B891", x"B83D"
x"BA34", x"B9E0", x"B98C", x"B938", x"B8E4", x"B891", x"B83D", x"B7EA"
x"B9E0", x"B98C", x"B938", x"B8E4", x"B891", x"B83D", x"B7EA", x"B797"
x"B98C", x"B938", x"B8E4", x"B891", x"B83D", x"B7EA", x"B797", x"B744"
x"B938", x"B8E4", x"B891", x"B83D", x"B7EA", x"B797", x"B744", x"B6F2"
x"B8E4", x"B891", x"B83D", x"B7EA", x"B797", x"B744", x"B6F2", x"B69F"
x"B891", x"B83D", x"B7EA", x"B797", x"B744", x"B6F2", x"B69F", x"B64D"
x"B83D", x"B7EA", x"B797", x"B744", x"B6F2", x"B69F", x"B64D", x"B5FB"
x"B7EA", x"B797", x"B744", x"B6F2", x"B69F", x"B64D", x"B5FB", x"B5A9"
x"B797", x"B744", x"B6F2", x"B69F", x"B64D", x"B5FB", x"B5A9", x"B557"
x"B744", x"B6F2", x"B69F", x"B64D", x"B5FB", x"B5A9", x"B557", x"B506"
x"B6F2", x"B69F", x"B64D", x"B5FB", x"B5A9", x"B557", x"B506", x"B4B4"
x"B69F", x"B64D", x"B5FB", x"B5A9", x"B557", x"B506", x"B4B4", x"B463"
x"B64D", x"B5FB", x"B5A9", x"B557", x"B506", x"B4B4", x"B463", x"B412"
x"B5FB", x"B5A9", x"B557", x"B506", x"B4B4", x"B463", x"B412", x"B3C1"
x"B5A9", x"B557", x"B506", x"B4B4", x"B463", x"B412", x"B3C1", x"B371"
x"B557", x"B506", x"B4B4", x"B463", x"B412", x"B3C1", x"B371", x"B320"
x"B506", x"B4B4", x"B463", x"B412", x"B3C1", x"B371", x"B320", x"B2D0"
x"B4B4", x"B463", x"B412", x"B3C1", x"B371", x"B320", x"B2D0", x"B280"
x"B463", x"B412", x"B3C1", x"B371", x"B320", x"B2D0", x"B280", x"B230"
x"B412", x"B3C1", x"B371", x"B320", x"B2D0", x"B280", x"B230", x"B1E0"
x"B3C1", x"B371", x"B320", x"B2D0", x"B280", x"B230", x"B1E0", x"B191"
x"B371", x"B320", x"B2D0", x"B280", x"B230", x"B1E0", x"B191", x"B141"
x"B320", x"B2D0", x"B280", x"B230", x"B1E0", x"B191", x"B141", x"B0F2"
x"B2D0", x"B280", x"B230", x"B1E0", x"B191", x"B141", x"B0F2", x"B0A3"
x"B280", x"B230", x"B1E0", x"B191", x"B141", x"B0F2", x"B0A3", x"B054"
x"B230", x"B1E0", x"B191", x"B141", x"B0F2", x"B0A3", x"B054", x"B006"
x"B1E0", x"B191", x"B141", x"B0F2", x"B0A3", x"B054", x"B006", x"AFB7"
x"B191", x"B141", x"B0F2", x"B0A3", x"B054", x"B006", x"AFB7", x"AF69"
x"B141", x"B0F2", x"B0A3", x"B054", x"B006", x"AFB7", x"AF69", x"AF1B"
x"B0F2", x"B0A3", x"B054", x"B006", x"AFB7", x"AF69", x"AF1B", x"AECD"
x"B0A3", x"B054", x"B006", x"AFB7", x"AF69", x"AF1B", x"AECD", x"AE80"
x"B054", x"B006", x"AFB7", x"AF69", x"AF1B", x"AECD", x"AE80", x"AE32"
x"B006", x"AFB7", x"AF69", x"AF1B", x"AECD", x"AE80", x"AE32", x"ADE5"
x"AFB7", x"AF69", x"AF1B", x"AECD", x"AE80", x"AE32", x"ADE5", x"AD98"
x"AF69", x"AF1B", x"AECD", x"AE80", x"AE32", x"ADE5", x"AD98", x"AD4B"
x"AF1B", x"AECD", x"AE80", x"AE32", x"ADE5", x"AD98", x"AD4B", x"ACFF"
x"AECD", x"AE80", x"AE32", x"ADE5", x"AD98", x"AD4B", x"ACFF", x"ACB2"
x"AE80", x"AE32", x"ADE5", x"AD98", x"AD4B", x"ACFF", x"ACB2", x"AC66"
x"AE32", x"ADE5", x"AD98", x"AD4B", x"ACFF", x"ACB2", x"AC66", x"AC1A"
x"ADE5", x"AD98", x"AD4B", x"ACFF", x"ACB2", x"AC66", x"AC1A", x"ABCE"
x"AD98", x"AD4B", x"ACFF", x"ACB2", x"AC66", x"AC1A", x"ABCE", x"AB83"
x"AD4B", x"ACFF", x"ACB2", x"AC66", x"AC1A", x"ABCE", x"AB83", x"AB37"
x"ACFF", x"ACB2", x"AC66", x"AC1A", x"ABCE", x"AB83", x"AB37", x"AAEC"
x"ACB2", x"AC66", x"AC1A", x"ABCE", x"AB83", x"AB37", x"AAEC", x"AAA1"
x"AC66", x"AC1A", x"ABCE", x"AB83", x"AB37", x"AAEC", x"AAA1", x"AA56"
x"AC1A", x"ABCE", x"AB83", x"AB37", x"AAEC", x"AAA1", x"AA56", x"AA0C"
x"ABCE", x"AB83", x"AB37", x"AAEC", x"AAA1", x"AA56", x"AA0C", x"A9C1"
x"AB83", x"AB37", x"AAEC", x"AAA1", x"AA56", x"AA0C", x"A9C1", x"A977"
x"AB37", x"AAEC", x"AAA1", x"AA56", x"AA0C", x"A9C1", x"A977", x"A92D"
x"AAEC", x"AAA1", x"AA56", x"AA0C", x"A9C1", x"A977", x"A92D", x"A8E3"
x"AAA1", x"AA56", x"AA0C", x"A9C1", x"A977", x"A92D", x"A8E3", x"A89A"
x"AA56", x"AA0C", x"A9C1", x"A977", x"A92D", x"A8E3", x"A89A", x"A850"
x"AA0C", x"A9C1", x"A977", x"A92D", x"A8E3", x"A89A", x"A850", x"A807"
x"A9C1", x"A977", x"A92D", x"A8E3", x"A89A", x"A850", x"A807", x"A7BE"
x"A977", x"A92D", x"A8E3", x"A89A", x"A850", x"A807", x"A7BE", x"A776"
x"A92D", x"A8E3", x"A89A", x"A850", x"A807", x"A7BE", x"A776", x"A72D"
x"A8E3", x"A89A", x"A850", x"A807", x"A7BE", x"A776", x"A72D", x"A6E5"
x"A89A", x"A850", x"A807", x"A7BE", x"A776", x"A72D", x"A6E5", x"A69D"
x"A850", x"A807", x"A7BE", x"A776", x"A72D", x"A6E5", x"A69D", x"A655"
x"A807", x"A7BE", x"A776", x"A72D", x"A6E5", x"A69D", x"A655", x"A60D"
x"A7BE", x"A776", x"A72D", x"A6E5", x"A69D", x"A655", x"A60D", x"A5C6"
x"A776", x"A72D", x"A6E5", x"A69D", x"A655", x"A60D", x"A5C6", x"A57F"
x"A72D", x"A6E5", x"A69D", x"A655", x"A60D", x"A5C6", x"A57F", x"A538"
x"A6E5", x"A69D", x"A655", x"A60D", x"A5C6", x"A57F", x"A538", x"A4F1"
x"A69D", x"A655", x"A60D", x"A5C6", x"A57F", x"A538", x"A4F1", x"A4AA"
x"A655", x"A60D", x"A5C6", x"A57F", x"A538", x"A4F1", x"A4AA", x"A464"
x"A60D", x"A5C6", x"A57F", x"A538", x"A4F1", x"A4AA", x"A464", x"A41E"
x"A5C6", x"A57F", x"A538", x"A4F1", x"A4AA", x"A464", x"A41E", x"A3D8"
x"A57F", x"A538", x"A4F1", x"A4AA", x"A464", x"A41E", x"A3D8", x"A393"
x"A538", x"A4F1", x"A4AA", x"A464", x"A41E", x"A3D8", x"A393", x"A34D"
x"A4F1", x"A4AA", x"A464", x"A41E", x"A3D8", x"A393", x"A34D", x"A308"
x"A4AA", x"A464", x"A41E", x"A3D8", x"A393", x"A34D", x"A308", x"A2C3"
x"A464", x"A41E", x"A3D8", x"A393", x"A34D", x"A308", x"A2C3", x"A27E"
x"A41E", x"A3D8", x"A393", x"A34D", x"A308", x"A2C3", x"A27E", x"A23A"
x"A3D8", x"A393", x"A34D", x"A308", x"A2C3", x"A27E", x"A23A", x"A1F5"
x"A393", x"A34D", x"A308", x"A2C3", x"A27E", x"A23A", x"A1F5", x"A1B1"
x"A34D", x"A308", x"A2C3", x"A27E", x"A23A", x"A1F5", x"A1B1", x"A16D"
x"A308", x"A2C3", x"A27E", x"A23A", x"A1F5", x"A1B1", x"A16D", x"A12A"
x"A2C3", x"A27E", x"A23A", x"A1F5", x"A1B1", x"A16D", x"A12A", x"A0E6"
x"A27E", x"A23A", x"A1F5", x"A1B1", x"A16D", x"A12A", x"A0E6", x"A0A3"
x"A23A", x"A1F5", x"A1B1", x"A16D", x"A12A", x"A0E6", x"A0A3", x"A060"
x"A1F5", x"A1B1", x"A16D", x"A12A", x"A0E6", x"A0A3", x"A060", x"A01E"
x"A1B1", x"A16D", x"A12A", x"A0E6", x"A0A3", x"A060", x"A01E", x"9FDB"
x"A16D", x"A12A", x"A0E6", x"A0A3", x"A060", x"A01E", x"9FDB", x"9F99"
x"A12A", x"A0E6", x"A0A3", x"A060", x"A01E", x"9FDB", x"9F99", x"9F57"
x"A0E6", x"A0A3", x"A060", x"A01E", x"9FDB", x"9F99", x"9F57", x"9F15"
x"A0A3", x"A060", x"A01E", x"9FDB", x"9F99", x"9F57", x"9F15", x"9ED3"
x"A060", x"A01E", x"9FDB", x"9F99", x"9F57", x"9F15", x"9ED3", x"9E92"
x"A01E", x"9FDB", x"9F99", x"9F57", x"9F15", x"9ED3", x"9E92", x"9E51"
x"9FDB", x"9F99", x"9F57", x"9F15", x"9ED3", x"9E92", x"9E51", x"9E10"
x"9F99", x"9F57", x"9F15", x"9ED3", x"9E92", x"9E51", x"9E10", x"9DD0"
x"9F57", x"9F15", x"9ED3", x"9E92", x"9E51", x"9E10", x"9DD0", x"9D8F"
x"9F15", x"9ED3", x"9E92", x"9E51", x"9E10", x"9DD0", x"9D8F", x"9D4F"
x"9ED3", x"9E92", x"9E51", x"9E10", x"9DD0", x"9D8F", x"9D4F", x"9D0F"
x"9E92", x"9E51", x"9E10", x"9DD0", x"9D8F", x"9D4F", x"9D0F", x"9CD0"
x"9E51", x"9E10", x"9DD0", x"9D8F", x"9D4F", x"9D0F", x"9CD0", x"9C90"
x"9E10", x"9DD0", x"9D8F", x"9D4F", x"9D0F", x"9CD0", x"9C90", x"9C51"
x"9DD0", x"9D8F", x"9D4F", x"9D0F", x"9CD0", x"9C90", x"9C51", x"9C12"
x"9D8F", x"9D4F", x"9D0F", x"9CD0", x"9C90", x"9C51", x"9C12", x"9BD3"
x"9D4F", x"9D0F", x"9CD0", x"9C90", x"9C51", x"9C12", x"9BD3", x"9B95"
x"9D0F", x"9CD0", x"9C90", x"9C51", x"9C12", x"9BD3", x"9B95", x"9B57"
x"9CD0", x"9C90", x"9C51", x"9C12", x"9BD3", x"9B95", x"9B57", x"9B19"
x"9C90", x"9C51", x"9C12", x"9BD3", x"9B95", x"9B57", x"9B19", x"9ADB"
x"9C51", x"9C12", x"9BD3", x"9B95", x"9B57", x"9B19", x"9ADB", x"9A9E"
x"9C12", x"9BD3", x"9B95", x"9B57", x"9B19", x"9ADB", x"9A9E", x"9A60"
x"9BD3", x"9B95", x"9B57", x"9B19", x"9ADB", x"9A9E", x"9A60", x"9A23"
x"9B95", x"9B57", x"9B19", x"9ADB", x"9A9E", x"9A60", x"9A23", x"99E7"
x"9B57", x"9B19", x"9ADB", x"9A9E", x"9A60", x"9A23", x"99E7", x"99AA"
x"9B19", x"9ADB", x"9A9E", x"9A60", x"9A23", x"99E7", x"99AA", x"996E"
x"9ADB", x"9A9E", x"9A60", x"9A23", x"99E7", x"99AA", x"996E", x"9932"
x"9A9E", x"9A60", x"9A23", x"99E7", x"99AA", x"996E", x"9932", x"98F6"
x"9A60", x"9A23", x"99E7", x"99AA", x"996E", x"9932", x"98F6", x"98BB"
x"9A23", x"99E7", x"99AA", x"996E", x"9932", x"98F6", x"98BB", x"987F"
x"99E7", x"99AA", x"996E", x"9932", x"98F6", x"98BB", x"987F", x"9844"
x"99AA", x"996E", x"9932", x"98F6", x"98BB", x"987F", x"9844", x"9809"
x"996E", x"9932", x"98F6", x"98BB", x"987F", x"9844", x"9809", x"97CF"
x"9932", x"98F6", x"98BB", x"987F", x"9844", x"9809", x"97CF", x"9795"
x"98F6", x"98BB", x"987F", x"9844", x"9809", x"97CF", x"9795", x"975B"
x"98BB", x"987F", x"9844", x"9809", x"97CF", x"9795", x"975B", x"9721"
x"987F", x"9844", x"9809", x"97CF", x"9795", x"975B", x"9721", x"96E7"
x"9844", x"9809", x"97CF", x"9795", x"975B", x"9721", x"96E7", x"96AE"
x"9809", x"97CF", x"9795", x"975B", x"9721", x"96E7", x"96AE", x"9675"
x"97CF", x"9795", x"975B", x"9721", x"96E7", x"96AE", x"9675", x"963C"
x"9795", x"975B", x"9721", x"96E7", x"96AE", x"9675", x"963C", x"9604"
x"975B", x"9721", x"96E7", x"96AE", x"9675", x"963C", x"9604", x"95CC"
x"9721", x"96E7", x"96AE", x"9675", x"963C", x"9604", x"95CC", x"9594"
x"96E7", x"96AE", x"9675", x"963C", x"9604", x"95CC", x"9594", x"955C"
x"96AE", x"9675", x"963C", x"9604", x"95CC", x"9594", x"955C", x"9525"
x"9675", x"963C", x"9604", x"95CC", x"9594", x"955C", x"9525", x"94ED"
x"963C", x"9604", x"95CC", x"9594", x"955C", x"9525", x"94ED", x"94B6"
x"9604", x"95CC", x"9594", x"955C", x"9525", x"94ED", x"94B6", x"9480"
x"95CC", x"9594", x"955C", x"9525", x"94ED", x"94B6", x"9480", x"9449"
x"9594", x"955C", x"9525", x"94ED", x"94B6", x"9480", x"9449", x"9413"
x"955C", x"9525", x"94ED", x"94B6", x"9480", x"9449", x"9413", x"93DD"
x"9525", x"94ED", x"94B6", x"9480", x"9449", x"9413", x"93DD", x"93A8"
x"94ED", x"94B6", x"9480", x"9449", x"9413", x"93DD", x"93A8", x"9372"
x"94B6", x"9480", x"9449", x"9413", x"93DD", x"93A8", x"9372", x"933D"
x"9480", x"9449", x"9413", x"93DD", x"93A8", x"9372", x"933D", x"9308"
x"9449", x"9413", x"93DD", x"93A8", x"9372", x"933D", x"9308", x"92D4"
x"9413", x"93DD", x"93A8", x"9372", x"933D", x"9308", x"92D4", x"929F"
x"93DD", x"93A8", x"9372", x"933D", x"9308", x"92D4", x"929F", x"926B"
x"93A8", x"9372", x"933D", x"9308", x"92D4", x"929F", x"926B", x"9237"
x"9372", x"933D", x"9308", x"92D4", x"929F", x"926B", x"9237", x"9204"
x"933D", x"9308", x"92D4", x"929F", x"926B", x"9237", x"9204", x"91D0"
x"9308", x"92D4", x"929F", x"926B", x"9237", x"9204", x"91D0", x"919D"
x"92D4", x"929F", x"926B", x"9237", x"9204", x"91D0", x"919D", x"916B"
x"929F", x"926B", x"9237", x"9204", x"91D0", x"919D", x"916B", x"9138"
x"926B", x"9237", x"9204", x"91D0", x"919D", x"916B", x"9138", x"9106"
x"9237", x"9204", x"91D0", x"919D", x"916B", x"9138", x"9106", x"90D4"
x"9204", x"91D0", x"919D", x"916B", x"9138", x"9106", x"90D4", x"90A2"
x"91D0", x"919D", x"916B", x"9138", x"9106", x"90D4", x"90A2", x"9071"
x"919D", x"916B", x"9138", x"9106", x"90D4", x"90A2", x"9071", x"9040"
x"916B", x"9138", x"9106", x"90D4", x"90A2", x"9071", x"9040", x"900F"
x"9138", x"9106", x"90D4", x"90A2", x"9071", x"9040", x"900F", x"8FDE"
x"9106", x"90D4", x"90A2", x"9071", x"9040", x"900F", x"8FDE", x"8FAE"
x"90D4", x"90A2", x"9071", x"9040", x"900F", x"8FDE", x"8FAE", x"8F7E"
x"90A2", x"9071", x"9040", x"900F", x"8FDE", x"8FAE", x"8F7E", x"8F4E"
x"9071", x"9040", x"900F", x"8FDE", x"8FAE", x"8F7E", x"8F4E", x"8F1F"
x"9040", x"900F", x"8FDE", x"8FAE", x"8F7E", x"8F4E", x"8F1F", x"8EEF"
x"900F", x"8FDE", x"8FAE", x"8F7E", x"8F4E", x"8F1F", x"8EEF", x"8EC0"
x"8FDE", x"8FAE", x"8F7E", x"8F4E", x"8F1F", x"8EEF", x"8EC0", x"8E92"
x"8FAE", x"8F7E", x"8F4E", x"8F1F", x"8EEF", x"8EC0", x"8E92", x"8E63"
x"8F7E", x"8F4E", x"8F1F", x"8EEF", x"8EC0", x"8E92", x"8E63", x"8E35"
x"8F4E", x"8F1F", x"8EEF", x"8EC0", x"8E92", x"8E63", x"8E35", x"8E07"
x"8F1F", x"8EEF", x"8EC0", x"8E92", x"8E63", x"8E35", x"8E07", x"8DDA"
x"8EEF", x"8EC0", x"8E92", x"8E63", x"8E35", x"8E07", x"8DDA", x"8DAC"
x"8EC0", x"8E92", x"8E63", x"8E35", x"8E07", x"8DDA", x"8DAC", x"8D7F"
x"8E92", x"8E63", x"8E35", x"8E07", x"8DDA", x"8DAC", x"8D7F", x"8D52"
x"8E63", x"8E35", x"8E07", x"8DDA", x"8DAC", x"8D7F", x"8D52", x"8D26"
x"8E35", x"8E07", x"8DDA", x"8DAC", x"8D7F", x"8D52", x"8D26", x"8CFA"
x"8E07", x"8DDA", x"8DAC", x"8D7F", x"8D52", x"8D26", x"8CFA", x"8CCE"
x"8DDA", x"8DAC", x"8D7F", x"8D52", x"8D26", x"8CFA", x"8CCE", x"8CA2"
x"8DAC", x"8D7F", x"8D52", x"8D26", x"8CFA", x"8CCE", x"8CA2", x"8C77"
x"8D7F", x"8D52", x"8D26", x"8CFA", x"8CCE", x"8CA2", x"8C77", x"8C4B"
x"8D52", x"8D26", x"8CFA", x"8CCE", x"8CA2", x"8C77", x"8C4B", x"8C21"
x"8D26", x"8CFA", x"8CCE", x"8CA2", x"8C77", x"8C4B", x"8C21", x"8BF6"
x"8CFA", x"8CCE", x"8CA2", x"8C77", x"8C4B", x"8C21", x"8BF6", x"8BCC"
x"8CCE", x"8CA2", x"8C77", x"8C4B", x"8C21", x"8BF6", x"8BCC", x"8BA2"
x"8CA2", x"8C77", x"8C4B", x"8C21", x"8BF6", x"8BCC", x"8BA2", x"8B78"
x"8C77", x"8C4B", x"8C21", x"8BF6", x"8BCC", x"8BA2", x"8B78", x"8B4F"
x"8C4B", x"8C21", x"8BF6", x"8BCC", x"8BA2", x"8B78", x"8B4F", x"8B25"
x"8C21", x"8BF6", x"8BCC", x"8BA2", x"8B78", x"8B4F", x"8B25", x"8AFD"
x"8BF6", x"8BCC", x"8BA2", x"8B78", x"8B4F", x"8B25", x"8AFD", x"8AD4"
x"8BCC", x"8BA2", x"8B78", x"8B4F", x"8B25", x"8AFD", x"8AD4", x"8AAC"
x"8BA2", x"8B78", x"8B4F", x"8B25", x"8AFD", x"8AD4", x"8AAC", x"8A84"
x"8B78", x"8B4F", x"8B25", x"8AFD", x"8AD4", x"8AAC", x"8A84", x"8A5C"
x"8B4F", x"8B25", x"8AFD", x"8AD4", x"8AAC", x"8A84", x"8A5C", x"8A34"
x"8B25", x"8AFD", x"8AD4", x"8AAC", x"8A84", x"8A5C", x"8A34", x"8A0D"
x"8AFD", x"8AD4", x"8AAC", x"8A84", x"8A5C", x"8A34", x"8A0D", x"89E6"
x"8AD4", x"8AAC", x"8A84", x"8A5C", x"8A34", x"8A0D", x"89E6", x"89C0"
x"8AAC", x"8A84", x"8A5C", x"8A34", x"8A0D", x"89E6", x"89C0", x"8999"
x"8A84", x"8A5C", x"8A34", x"8A0D", x"89E6", x"89C0", x"8999", x"8973"
x"8A5C", x"8A34", x"8A0D", x"89E6", x"89C0", x"8999", x"8973", x"894E"
x"8A34", x"8A0D", x"89E6", x"89C0", x"8999", x"8973", x"894E", x"8928"
x"8A0D", x"89E6", x"89C0", x"8999", x"8973", x"894E", x"8928", x"8903"
x"89E6", x"89C0", x"8999", x"8973", x"894E", x"8928", x"8903", x"88DE"
x"89C0", x"8999", x"8973", x"894E", x"8928", x"8903", x"88DE", x"88B9"
x"8999", x"8973", x"894E", x"8928", x"8903", x"88DE", x"88B9", x"8895"
x"8973", x"894E", x"8928", x"8903", x"88DE", x"88B9", x"8895", x"8871"
x"894E", x"8928", x"8903", x"88DE", x"88B9", x"8895", x"8871", x"884D"
x"8928", x"8903", x"88DE", x"88B9", x"8895", x"8871", x"884D", x"882A"
x"8903", x"88DE", x"88B9", x"8895", x"8871", x"884D", x"882A", x"8807"
x"88DE", x"88B9", x"8895", x"8871", x"884D", x"882A", x"8807", x"87E4"
